epoch,step,train/cardinality_error,train/cardinality_error_0,train/cardinality_error_1,train/cardinality_error_2,train/cardinality_error_enc,train/class_error,train/loss,train/loss_bbox,train/loss_bbox_0,train/loss_bbox_1,train/loss_bbox_2,train/loss_bbox_enc,train/loss_ce,train/loss_ce_0,train/loss_ce_1,train/loss_ce_2,train/loss_ce_enc,train/loss_giou,train/loss_giou_0,train/loss_giou_1,train/loss_giou_2,train/loss_giou_enc,train/loss_mask_ce,train/loss_mask_ce_0,train/loss_mask_ce_1,train/loss_mask_ce_2,train/loss_mask_ce_enc,train/loss_mask_dice,train/loss_mask_dice_0,train/loss_mask_dice_1,train/loss_mask_dice_2,train/loss_mask_dice_enc,train/lr,train/lr_max,train/lr_min,val/AP/back_bumper,val/AP/back_door,val/AP/back_glass,val/AP/back_left_door,val/AP/back_left_light,val/AP/back_light,val/AP/back_right_door,val/AP/back_right_light,val/AP/front_bumper,val/AP/front_door,val/AP/front_glass,val/AP/front_left_door,val/AP/front_left_light,val/AP/front_light,val/AP/front_right_door,val/AP/front_right_light,val/AP/hood,val/AP/left_mirror,val/AP/object,val/AP/right_mirror,val/AP/tailgate,val/AP/trunk,val/AP/wheel,val/F1,val/cardinality_error,val/cardinality_error_0,val/cardinality_error_1,val/cardinality_error_2,val/cardinality_error_enc,val/class_error,val/ema_mAP_50,val/ema_mAP_50_95,val/ema_mAR,val/ema_segm_mAP_50,val/ema_segm_mAP_50_95,val/loss,val/loss_bbox,val/loss_bbox_0,val/loss_bbox_1,val/loss_bbox_2,val/loss_bbox_enc,val/loss_ce,val/loss_ce_0,val/loss_ce_1,val/loss_ce_2,val/loss_ce_enc,val/loss_giou,val/loss_giou_0,val/loss_giou_1,val/loss_giou_2,val/loss_giou_enc,val/loss_mask_ce,val/loss_mask_ce_0,val/loss_mask_ce_1,val/loss_mask_ce_2,val/loss_mask_ce_enc,val/loss_mask_dice,val/loss_mask_dice_0,val/loss_mask_dice_1,val/loss_mask_dice_2,val/loss_mask_dice_enc,val/mAP_50,val/mAP_50_95,val/mAP_75,val/mAR,val/precision,val/recall,val/segm_mAP_50,val/segm_mAP_50_95
7,1535,54.85481643676758,43.97883987426758,53.08333206176758,54.43815231323242,48.48893356323242,7.723124027252197,7.932094573974609,0.024274686351418495,0.029265588149428368,0.026477761566638947,0.024971215054392815,0.04547237232327461,0.5152316689491272,0.7033267617225647,0.5625287294387817,0.5285015106201172,0.6484426259994507,0.10246101021766663,0.11623325943946838,0.10856213420629501,0.1046328917145729,0.14894965291023254,0.039063986390829086,0.04250212386250496,0.04065900668501854,0.03944915160536766,0.05288577452301979,0.07205715775489807,0.07683726400136948,0.07396862655878067,0.07272911816835403,0.10186397284269333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6179583073826507e-05,2.6179583073826507e-05,8.462718028567906e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.311502248630859e-05,2.311502248630859e-05,7.472079346371174e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0186471374472603e-05,2.0186471374472603e-05,6.525406774926523e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.740874540701043e-05,1.740874540701043e-05,5.627488803838787e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.683483898639679,0.8072524666786194,0.6527169346809387,0.34956806898117065,0.2727975845336914,0.543293297290802,0.5297402739524841,0.2420617789030075,0.8583264350891113,0.8165096044540405,0.8227553367614746,0.3933088481426239,0.36270448565483093,0.6394134759902954,0.6309671998023987,0.45509904623031616,0.8415507674217224,0.3029055595397949,0.0,0.4328109920024872,0.6109794974327087,0.4263242185115814,0.42757508158683777,0.6473771333694458,1.2767623662948608,1.6605744361877441,1.3133158683776855,1.3028720617294312,1.6266318559646606,11.372328758239746,0.6612836122512817,0.52093106508255,0.7834408283233643,0.6576760411262512,0.4851515293121338,9.614712715148926,0.030488090589642525,0.036233074963092804,0.03367967903614044,0.031916577368974686,0.05005723983049393,0.669754147529602,0.739316999912262,0.6850082874298096,0.673499584197998,0.7340974807739258,0.11980488896369934,0.13505230844020844,0.12737615406513214,0.12433743476867676,0.16424678266048431,0.056186020374298096,0.05889429524540901,0.05783470347523689,0.05557699501514435,0.06928112357854843,0.08710098266601562,0.09454061090946198,0.08997427672147751,0.08610576391220093,0.11641072481870651,0.6679782867431641,0.5261802077293396,0.5955770611763,0.7812998294830322,0.5626760125160217,0.801160991191864,0.6650983095169067,0.4903862476348877
8,1727,55.93131637573242,45.16569137573242,54.50390625,55.58951950073242,50.11165237426758,6.984556198120117,7.645047664642334,0.02294900268316269,0.027768390253186226,0.02524569071829319,0.02376282773911953,0.04253865405917168,0.49352070689201355,0.6918818354606628,0.5451661944389343,0.5068526268005371,0.6272658109664917,0.09837361425161362,0.11159712821245193,0.10472055524587631,0.10080037266016006,0.14170105755329132,0.03742363676428795,0.04067124426364899,0.03892900049686432,0.037906210869550705,0.05065940320491791,0.07012561708688736,0.07425769418478012,0.0719989612698555,0.07071884721517563,0.09823984652757645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4795895367569756e-05,1.4795895367569756e-05,4.782868359143322e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2361140761640854e-05,1.2361140761640854e-05,3.9958180764188e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0116798875969835e-05,1.0116798875969835e-05,3.2703201213735156e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.074222932918929e-06,8.074222932918929e-06,2.610044305129122e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
